image_name,scene_type=natural_landscape,scene_type=urban,scene_type=indoor,scene_type=portrait,scene_type=other,lighting_type=daylight,lighting_type=artificial,lighting_type=mixed,luminance_level=high,luminance_level=medium,luminance_level=low,camera_to_object_distance=close,camera_to_object_distance=medium,camera_to_object_distance=far,memory_color=sky_blue,memory_color=grass_foliage_green,memory_color=human_skin_tone,memory_color=water_blue,memory_color=snow_cloud_white,memory_color=none
KonIQ-10k IQA Database/512x384/8142588958.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8142580716.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8142609774.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
KonIQ-10k IQA Database/512x384/8144270233.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
KonIQ-10k IQA Database/512x384/8145791705.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8142864218.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8148747862.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8144691822.jpg,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8152535252.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8152475637.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8152567908.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8150322605.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8154496951.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8154204617.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8152645114.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8154345084.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8156608688.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8155106995.jpg,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8157038620.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
KonIQ-10k IQA Database/512x384/8156018718.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8157884969.jpg,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8157886874.jpg,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8158072489.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8157117322.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8158344434.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8158011851.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8159044184.jpg,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8158453521.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8159815111.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8161767113.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8162764501.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8163644568.jpg,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8162335542.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8164370728.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8165044722.jpg,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8165323576.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8164688693.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8166756819.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8167486220.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8167676296.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8169167251.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8167934912.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8172599370.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8171751224.jpg,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8171907364.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8174015928.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8175674967.jpg,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8176025549.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8175828572.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8177168382.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8177148898.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8176328950.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8176381032.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8178540063.jpg,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8178731250.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8178464033.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/81792355027.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8179235502.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8178834291.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8179397976.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8179375247.jpg,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8179500414.jpg,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8179614383.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8181726766.jpg,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8182393998.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8179882827.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8182062575.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8183790186.jpg,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/8183741020.jpg,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8183781293.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8184075727.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8184338593.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8184978499.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8185807831.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8185021640.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8185829074.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8186599780.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8186224852.jpg,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/818793256.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8188461365.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8188524067.jpg,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8188022955.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8192992760.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8192678214.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/8189726942.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8194417466.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8194129270.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8189076643.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8191059336.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8195268203.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8195543723.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8195491375.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8195809276.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8197401957.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8196266010.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8195917264.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/81974019574.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8197822329.jpg,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8199731208.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/8199832249.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8200520446.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8201445603.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8199545794.jpg,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/8201796429.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8201535489.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8203037764.jpg,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8207139364.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/8203914551.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8206370859.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8208757707.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8207322738.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
KonIQ-10k IQA Database/512x384/8207527983.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8208615482.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8209638994.jpg,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8209647019.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8210857374.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/8210031777.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8210890973.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8212033390.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8212081020.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8211686846.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8212301132.jpg,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8213296844.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8214901795.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8215413789.jpg,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8215066958.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8216118608.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8213284057.jpg,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8216243918.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8216954885.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8217034676.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/82183009.jpg,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8218123958.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8218987987.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8218739759.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8220742117.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8219032452.jpg,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8219528225.jpg,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8221139072.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8223457724.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8225184235.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8225506418.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8222741744.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8226831484.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8228733135.jpg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8222142608.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8228841274.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8228800442.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8229120528.jpg,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8230351643.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8230377264.jpg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8229993789.jpg,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8229585759.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8230394579.jpg,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8230450365.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8230396549.jpg,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8231492407.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/8231125615.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8230728519.jpg,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8232299487.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
KonIQ-10k IQA Database/512x384/8232391054.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8232440995.jpg,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8232481457.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8233745351.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8236758432.jpg,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8236704145.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8234020680.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/823805862.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8239827069.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8240021404.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8238462203.jpg,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
KonIQ-10k IQA Database/512x384/8240214052.jpg,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8240220210.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8241257694.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8241419350.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8242266673.jpg,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/82414193505.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/82421401.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8242811234.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8242906564.jpg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8242599767.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8244017611.jpg,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8244040268.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8246007228.jpg,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8246184591.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8245350767.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8246841627.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8247215463.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8246479044.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8247844062.jpg,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0
KonIQ-10k IQA Database/512x384/8248519358.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8249630967.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8250498441.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8248564902.jpg,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
KonIQ-10k IQA Database/512x384/8251327289.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8253280616.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
KonIQ-10k IQA Database/512x384/8252742940.jpg,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8253601805.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8256076417.jpg,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
KonIQ-10k IQA Database/512x384/8256049516.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8256977391.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8256731117.jpg,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
KonIQ-10k IQA Database/512x384/8257636356.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
KonIQ-10k IQA Database/512x384/8257779790.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
KonIQ-10k IQA Database/512x384/8258234240.jpg,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
